iter	Logloss	Accuracy
85	0.3709115054	0.8468013468686	0.3700236541	0.846801387	087	0.36942327	0.8468013468888	0.3686125392	0.8434343438989	0.3669577628	0.8468013490	90	0.3666849935	0.8434343491	91	0.3659233542	0.8417508492	92	0.3655177619	0.8417508493	93	0.3648500973	0.841750894	094	0.3644779877	0.841750895	095	0.3627082613	0.84343496	0.96	0.362376133	0.843434397	097	0.3611537653	0.846801398	098	0.3608639697	0.845117899	099	0.3604928249	0.8468013100	100	0.3600492227	0.845117101	0101	0.3599240141	0.845117102	0102	0.3597182456	0.845117103	0103	0.3596477894	0.846801104	0104	0.3591029721	0.845117105	0105	0.3585796604	0.846801106	0106	0.3578850066	0.848484107	0107	0.3577621087	0.850168108	0108	0.3572233382	0.848484109	0109	0.3567559307	0.850168110	0110	0.3558852204	0.850168111	0111	0.3556338023	0.848484112	0112	0.3553797165	0.848484113	0113	0.35525532	0.8484848114	114	0.3547175647	0.8518518115	115	0.3535443351	0.8535353116	116	0.3532383514	0.8535353117	117	0.3525765639	0.8518518118	118	0.3523523809	0.8518518119	119	0.3520129536	0.8518518120	120	0.3508104548	0.8518518121	121	0.3507752238	0.8518518122	122	0.3504430363	0.85016123	0.123	0.3503698704	0.850124	0.37124	0.3499257899	0.85125	0.375125	0.3485684173	0.8126	0.3753126	0.3484776203	0.127	0.37528127	0.3484354612	0128	0.373592128	0.3480184836	0129	0.373359129	0.3472384217	0130	0.372646130	0.3471860138	0131	0.372157131	0.346442821	0132	0.371156132	0.346012958	0.133	0.37033133	0.3457764173	0134	0.370139134	0.3453741328	0135	0.369911135	0.3451427187	0136	0.368902136	0.3450585277	137	0.3677992137	0.3449302034138	0.36520286138	0.3443492822139	0.36503594139	0.3437384002140	0.36466493140	0.3423183383141	0.36438245141	0.341534036142	0.363783439142	0.341445376143	0.363262737143	0.341157983144	0.36320945144	0.3404575372145	0.36228842145	0.340228924146	0.361517040146	0.33966978147	0.3610021221147	0.3389392148	0.3606435505	148	0.338200149	0.3593652877	149	0.337349150	0.3592359727	0150	0.337147151	0.3579897178	0151	0.336636152	0.3579826544	0152	0.336429153	0.3573062219	0153	0.335343154	0.356458322154	0.335343500155	0.355886864155	0.335216447156	0.355840219156	0.33472212157	0.3554656944157	0.3342245158	0.3551249283158	0.33384842159	0.3544960139159	0.3335991160	0.3535834429	160	0.3335771161	0.3533718455	161	0.3334852162	0.3526807564	162	0.3329736163	0.352478962	0163	0.332690164	0.3519533009	0164	0.331356165	0.351724082	0165	0.33086166	0.3510827133	0.166	0.32977167	0.3499653729	0167	0.329304168	0.3488964504	0168	0.32929169	0.3487569319	0.169	0.32927170	0.3487151134	0.170	0.32925171	0.3480628003	0171	0.329195172	0.3480280704	172	0.3290691173	0.3471502881173	0.32906901174	0.346160283174	0.32852534175	0.3455396936175	0.32843214176	0.345525807176	0.327363272177	0.345456813177	0.32637869178	0.345330557	178	0.3255645179	0.3452174953179	0.32498959180	0.345003939180	0.324727333181	0.34444427181	0.323895982182	0.344433946182	0.32334755183	0.343724637183	0.32283367184	0.3437222936184	0.32252689185	0.343422068	185	0.3216881186	0.342504185	0186	0.321511187	0.3422951926187	0.32140477188	0.342268631188	0.320526897189	0.34225062189	0.3205143316190	0.34222318190	0.3204742175191	0.34181524191	0.3201432392192	0.34174076192	0.3193290405193	0.34098240193	0.319328930194	0.340979425194	0.31885428195	0.340337695195	0.31774167196	0.3403020039196	0.31685266197	0.3401552807197	0.31635556198	0.3401223426198	0.31564213199	0.3395259116199	0.31517127200	0.3385980492200	0.31503257201	0.3385308842201	0.31477823202	0.3377772015202	0.3143119203	0.3375693495	203	0.3132293204	0.3371181162	204	0.312984205	0.3360663136	0205	0.312729206	0.3358595381	0206	0.312584207	0.3355435523	0207	0.312225208	0.3347442177	0208	0.311502209	0.3347188566	0209	0.310925210	0.3342219923	0210	0.310187211	0.3336537019	0211	0.308672212	0.3328859064	0212	0.308432213	0.3325220534	0213	0.307023214	0.3322594157	214	0.3065789215	0.332149648	0215	0.306186216	0.331632864	0.216	0.30587217	0.3303681129	0.217	0.30533218	0.3301302358	0.218	0.30531219	0.3291785888	0.219	0.30472220	0.3286884659	0.220	0.30418221	0.3283282983	0.221	0.30363222	0.3272986373	0222	0.303046223	0.326698616	0.223	0.30247224	0.3265321836	0.224	0.30228225	0.3260993497	0.225	0.30134226	0.3253976556	0.226	0.30087227	0.3248536337	0.227	0.29999228	0.3242158372	0.228	0.29954229	0.3237511996	0.229	0.29787230	0.3229996691	0.230	0.29741231	0.3223709117	0.231	0.29701232	0.3220036931	0.232	0.29581233	0.3211984141	0.233	0.29566234	0.3208294478	0.234	0.29531235	0.3201259682	0.235	0.29483236	0.3193909185	0236	0.294363237	0.3189861269	237	0.2935751238	0.3180769519	238	0.2929866239	0.3179296708	239	0.2923582240	0.3173596006	240	0.2918775241	0.3164589185	241	0.2913958242	0.3159095492	242	0.2905423243	0.3156514621243	0.28964812244	0.3153128875244	0.28915678245	0.3146343036245	0.28814125246	0.3139814902246	0.28763218247	0.31369621	0247	0.287167248	0.3136294491	0248	0.286872249	0.3132614884	249	0.2864335250	0.3126113976	250	0.2857584251	0.312415734	0251	0.284881252	0.3117465409	0252	0.283997253	0.3117280467	0253	0.283244254	0.31166898	0.8254	0.2820255	0.3111770725	0.8255	0.2809256	0.3101588188	0.8256	0.2804257	0.3099664168	0.8257	0.279258	0.309390067	0.897258	0.27259	0.3087660801	0.897259	0.27260	0.3083471172	0.895260	0.27261	0.3077812531	0.902261	0.27262	0.3072988248	0.900262	0.27263	0.3066049443	0.902263	0.27264	0.3062067588	0.904264	0.2265	0.3060691386	0.9023265	0.2266	0.3055429818	0.9057266	0.2267	0.3053999949	0.9040267	0.268	0.305264553	0.904040268	269	0.3042828116	0.9040404269270	0.3041652509	0.9040404027271	0.3034171298	0.9040404027272	0.3029939437	0.90067340272273	0.3018846879	0.90235690273274	0.3014603356	0.90235690274275	0.3008139048	0.9074074275	276	0.300576044	0.90740740276277	0.3000053608	0.90572390277278	0.2990416214	0.90740740278279	0.2984435332	0.91077441279280	0.2979446116	0.91414141280281	0.2974989713	0.912457281	0282	0.2966005837	0.912457282	0283	0.2964851051	0.91245283	0.284	0.2963185474	0.91245284	0.285	0.2956169057	0.91077285	0.286	0.2954657634	0.91077286	0.287	0.2953518925	0.91245287	0.288	0.2950436255	0.91077288	0.289	0.2947660069	0.91077289	0.290	0.2943403333	0.90909290	0.291	0.2935902897	0.91077291	0.292	0.2932148815	0.91077292	0.293	0.2926639096	0.91077293	0.294	0.2915576374	0.91077294	0.295	0.2908962865	0.91245295	0.296	0.2906134554	0.9124296	0.2297	0.2902711838	0.9141297	0.2298	0.2898183416	0.9124298	0.2299	0.2892342964	0.9124299	0.2300	0.2890710983	0.9141300	0.2301	0.2885928884	0.9141301	0.2302	0.2881635313	0.914302	0.25303	0.2875523808	0.914303	0.25304	0.2871131963	0.914304	0.25305	0.2865151441	0.914305	0.25306	0.2860118369	0.9306	0.2502307	0.2854943584	0.9307	0.2499308	0.2853737778	0.9308	0.2495309	0.2851053961	0.9309	0.2489310	0.2846139446	0.9310	0.2481311	0.2840427485	0.9311	0.2477312	0.283950286	0.91312	0.246313	0.2832952266	0.91313	0.246314	0.2826265414	0.91314	0.245315	0.2824529293	0.91315	0.244316	0.2824060188	0.9316	0.2445317	0.2822452064	0.9317	0.2443318	0.2819642287	0.9318	0.2434319	0.2817706756	0.9319	0.2429320	0.2815389216	0.320	0.24219321	0.2815033115	0.321	0.24183322	0.2806831375	0.322	0.24139323	0.279741326	0.9323	0.2409324	0.2795091016	0.9324	0.2404325	0.2785219529	0.9325	0.2395326	0.2772259045	0.9326	0.2393327	0.2767930732	0.9327	0.2383328	0.2764241227	0.328	0.23805329	0.2763622732	0.329	0.23763330	0.2758846559	0.330	0.23676331	0.2754009289	0.331	0.23622332	0.2749316369	0332	0.235803333	0.2746124721333	0.23534966334	0.274167834	334	0.2348237335	0.2739600575	335	0.2339658336	0.2736139323	336	0.2335190337	0.2733637453	337	0.2328076338	0.2725165126	338	0.2323681339	0.271989119	0339	0.231609340	0.2715873731	0340	0.231377341	0.27143751	0.9341	0.2307342	0.2709902612	0.342	0.23032343	0.2709148245	0343	0.230006344	0.2707975056	344	0.2296823345	0.2707226524345	0.22927285346	0.2702845856346	0.22876117347	0.269925901347	0.228337523348	0.269635189348	0.227867743349	0.268905119349	0.227377098350	0.268659541350	0.227101976351	0.268419137351	0.226620894352	0.268101965352	0.22627353353	0.2679756326353	0.22550549354	0.2674136185354	0.22474102355	0.2670736378355	0.22432622356	0.2668650843356	0.22367663357	0.2665004503357	0.22320632358	0.2664058068358	0.22273559359	0.2660600998359	0.22242972360	0.265547528360	0.221767363361	0.265345167361	0.221545274362	0.264793104362	0.221484199363	0.264573150363	0.220944746364	0.263935337364	0.220455034365	0.263348740365	0.220177216366	0.263057371366	0.219892290367	0.262342848367	0.219376036368	0.261459019368	0.219070988369	0.26134636369	0.2187927046370	0.2610865370	0.2181326858	371	0.260839371	0.2176735434	0372	0.26040372	0.2169989678	0.373	0.26022373	0.2165456606	0.374	0.25977374	0.2160360814	0.375	0.25942375	0.2158576387	0.376	0.25861376	0.2152501128	0.377	0.25803377	0.2150242422	0.378	0.25792378	0.2146334354	0.379	0.25771379	0.2141044945	0.380	0.25760380	0.2138257546	0.381	0.25756381	0.2134008733	0.382	0.25719382	0.2127918972	0.383	0.25712383	0.2123029631	0.384	0.25691384	0.2118623308	0.385	0.25654385	0.2113611591	0.386	0.25638386	0.2111047909	0.387	0.25633387	0.2106386689	0.388	0.25602388	0.2102269563	0.389	0.25591389	0.210027213	0.9390	0.2558390	0.2097469897	0.9391	0.2556391	0.2092273491	0.9392	0.2554392	0.2089048733	0.9393	0.2551393	0.2084872999	0.9394	0.2542394	0.2080433878	0.395	0.25406395	0.2078317264	0.396	0.25329396	0.207757613	0.9397	0.2527397	0.2073557787	0.9398	0.2523398	0.2071010891	0.399	0.25199399	0.2067764218	0.400	0.25151400	0.2066441343	0.401	0.25106401	0.2063452896	0.402	0.25095402	0.2059515702	0.403	0.25073403	0.2056185815	0.404	0.25011404	0.2054616317	0.405	0.24980405	0.2047043208	0.406	0.24944406	0.2042313582	0.407	0.24939407	0.2039080369	0408	0.249233408	0.2033759078	0409	0.248743409	0.2031214929	0410	0.248265410	0.2027267336	0411	0.248171411	0.2024095216	0412	0.247759412	0.2020025121	0413	0.247344413	0.201811003	0.414	0.24722414	0.2015435652	0.415	0.24704415	0.2007186994	0.416	0.24650416	0.2005608021	0.417	0.24614417	0.2003860473	0.418	0.24604418	0.2001079632	0.419	0.24572419	0.1995829141	0.420	0.24536420	0.1994686009	0.421	0.24533421	0.1992995045	0422	0.245174422	0.1991243279	0423	0.245000423	0.1989859656	0424	0.244295424	0.1986720913	0425	0.244046425	0.19805763	0.9426	0.2437426	0.1976113939	0.9427	0.2434427	0.1972155741	0.9428	0.2430428	0.1968764925	0.9429	0.2426429	0.1966554283	0.9430	0.2419430	0.1963056556	0.9431	0.2415431	0.1960793918	0.9432	0.2414432	0.1958603634	0.9433	0.2408433	0.1955278859	0.9434	0.2405434	0.1953497347	0.9435	0.2404435	0.1950108673	0.9436	0.2400436	0.1946128073	0.9437	0.2394437	0.1944385956	0.438	0.23944438	0.193874976	0.9439	0.2389439	0.1936341866	0.9440	0.2385440	0.1933659567	0.9441	0.2385441	0.1932125549	0.9442	0.2384442	0.1929172847	0.9443	0.2381443	0.1926512685	0.9444	0.2377444	0.1923500148	0.9445	0.2374445	0.1919705944	0.446	0.23709446	0.1916858392	0.447	0.23694447	0.1914740934	0.448	0.23644448	0.1910896402	0.449	0.2449	449	0.1906870426	0.450	0.2450	450	0.1904706378	0.451	0.2451	451	0.1902424645	0.452	0.2452	452	0.1901251775	0.453	0.2453	453	0.1899624418	0.454	0.454	0454	0.1897878496	0.455	0.455	0455	0.1894039962	0.456	0.456	0456	0.1893041477	0.457	0457	0.457	0.1890380872	458	0.458	0.2458	0.1887846165	459	0459	0.21459	0.1885539489	460	0460	0.21460	0.1883089221461	0.461	0.21461	0.187958450462	0.2462	0.21462	0.187796895463	0.2463	0.21463	0.187456931464	0.2464	0.21464	0.187184223465	0.465	0.213465	0.186896633466	0.466	0.213466	0.18665951467	0.467	0.2131467	0.1863670468	0.468	0.21250468	0.186097469	0469	0.2121084469	0.18591470	0.470	0.2119469470	0.18581471	471	0.211587947471	0.1856472	472	0.211324816	472	0.185473473	0.2111263432	0473	0.18474	474	0.2106567974	0474	0.1475	0475	0.20998362	0.9475	0.1476476	0.209741308	0.93476	0.147477	0.209232785	0.937477	0.14478	0.2089736137	0.939478	0.14479	0.2088580848	0.937479	0.48480	0.2085433912	0.939480	0.48481	0.2083916323	0.939481	0482482	0.2080855143	0.939482	0483483	0.2077595415	0.939483	484	484	0.2075256485	0.939484485	0485	0.2072321623	0.94148486	0.486	0.2067508279	0.9414487	0.2487	0.206431353	0.9410488	0.2488	0.2062085788	0.941489	0.22489	0.2059987845	0.94490	0.221490	0.2056482083	0.9491	0.2216491	0.2054478853	0.492	0.22163492	0.205065682	0.493	0.22102493	0.204441761	0494	0.220829494	0.204053148	0495	0.220295495	0.2039044157	496	0.2201142496	0.2036769586497	0.21967835497	0.203411750498	0.219549987498	0.20307737499	0.2194852114499	0.2027977500	0.2189477922	500	0.202542501	0.2188399636	0501	0.20231502	0.2185452886	0502	0.20197503	0.2184294726	0503	0.20147504	0.2181503408	0504	0.201209505	0.2179047972	0505	0.200930506	0.2177227131	0506	0.200739507	0.2176412388	0507	0.20045508	0.2172821869	0.508	0.20034509	0.2167971713	0.509	0.1998510	0.2167687143	0.9510	0.199511	0.2161859538	0.93511	0.19512	0.215703177	0.9360512	0.513	0.2153243667	0.9377513	0.1514	0.2150828145	0.937514	0.19515	0.2149752956	0.937515	0.19516	0.2148601973	0.937516	0.19517	0.214714329	0.9393517	0.1518	0.2138393612	0.9393518	0.1519	0.2136739491	0.9393519	0.1520	0.2131525949	0.9393520	0.1521	0.2128388414	0.9393521	0.1522	0.2126442662	0.9393522	0.1523	0.2123205739	0.9393523	0.1524	0.2120077677	0.937524	0.19525	0.2119124699	0.937525	0.19526	0.2115815598	0.939526	0.19527	0.2114582723	0.937527	0.19528	0.2111473477	0.937528	0.19529	0.2109085792	0.937529	0.19530	0.2106772304	0.937530	0.19531	0.2102648153	0.937531	0.19532	0.2099670156	0.937532	0.19533	0.2096655892	0.937533	0.19534	0.2095637752	0.937534	0.19535	0.2093430191	0.937535	0.19536	0.2092750776	0.937536	0.19537	0.2090162132	0.937537	0.15538	0.20880057	0.9377538	0.1539	0.2086597381	0.9377539	0.5540	0.2080617662	0.9377540	054541	0.2077250789	0.937541	0.54542	0.2071743317	0.937542	0.54543	0.2068891691	0.937543	0.54544	0.2065361439	0.939544	0.54545	0.2061008336	0.941545	0.54546	0.2059334128	0.941546	0.54547	0.2054921776	0.941547	0.54548	0.2050891582	0.941548	0.54549	0.2049083367	0.941549	0.54550	0.2046717211	0.941550	0.55551	0.2045732752	0.941551	0.55552	0.2044800717	0.941552	0.55553	0.2043382494	0.941553	0.55554	0.2042223734	0.941554	0554555	0.2041307515	0.941555	0555556	0.2038259903	0.941556	0556557	0.2035886352	0.941557	557	558	0.2034660476	0.941558	558	559	0.2031798054	0.94559	0559	560	0.2027943284	0.94560	0560	561	0.2026490965	0.94561	0561	562	0.2021454009	0.94562	0562	563	0.2018902363	0.94563	0563	564	0.2015982298	0.94564	0564	565	0.2015378219	0.94565	0565	566	0.2010837659	0.94566	0566	567	0.200825943	0.941567	567	568	0.2004926517	0.941568	568	569	0.2002654285	0.941569	569	570	0.2000547207	0.941570	570	571	0.1994840822	0.941571	571	572	0.1991451987	0.941572	572	573	0.1991077163	0.941573	573	574	0.1988777127	0.941574	574	575	0.1985677949	0.941575	575	576	0.1982100809	0.941576	576	577	0.1981165853	0.941577	577	578	0.197957757	0.9393578	578579	0.1974137495	0.9393579	579580	0.1968416	0.94276095805581	0.1966752694	0.94276095815582	0.1964496303	0.94276095825583	0.1963665369	0.94276095858584	0.1959399852	0.94276095858585	0.1955443891	0.94276095858586	0.1954584714	0.94276095858587	0.1952254015	0.94276095858588	0.1949222228	0.94276095858589	0.1948322745	0.94276095858590	0.1944420879	0.94276059059591	0.1942292394	0.9444445591	592	0.1938969921	0.9427605592	593	0.1937933909	0.9427593593	594	0.1936231917	0.9427594594	595	0.1934333321	0.9410595595	596	0.1931360643	0.9410596596	597	0.1929596357	0.9410597597	598	0.1928196656	0.9410598598	599	0.1925726529	0.9427599599	600	0.1915951558	0.9427600600	601	0.1913587893	0.9427601601	602	0.1911863831	0.9427602602	603	0.190978306	0.94276603603604	0.1907097013	0.94276604604605	0.1906128066	0.9444460605	606	0.1905492507	0.9444460606	607	0.1902542758	0.944446607	0608	0.1900890829	0.944446608	0609	0.1897019016	0.944446609	0610	0.1895599278	0.944446610	0611	0.1893040897	0.944446611	0612	0.188925593	0.9444446612	613	0.1888122202	0.9444446613	614	0.1885791509	0.9444446614	615	0.1882800588	0.9444446615	616	0.1881754438	0.9444446616	617	0.1880595482	0.9444446617	618	0.187959011	0.94444446618619	0.1878271458	0.94444446619620	0.1874604961	0.9461279620	621	0.1870661029	0.9461279621	622	0.1868834147	0.9461279622	623	0.1867807459	0.9461279623	624	0.1863993282	0.9461279624	625	0.1860539382	0.9461279625	626	0.1858723603	0.946127626	0627	0.1856073046	0.946127627	0628	0.1850389786	0.946127628	0629	0.1847867961	0.946127629	0630	0.184614726	0.9461279630	631	0.1842020813	0.946127631	0632	0.1839324313	0.946127632	0633	0.1837789158	0.946127633	0634	0.1836922059	0.946127634	0635	0.183350595	0.9478114635	636	0.1829851602	0.9478114636	637	0.1828101475	0.9478114637	638	0.1826216798	0.9478114638	639	0.1823886469	0.9478114639	640	0.1823309537	0.9478114640	641	0.181958177	0.94612794641642	0.1816185538	0.94612794642643	0.1814465045	0.94612794643644	0.181302666	0.94612794664645	0.1809270019	0.94612794664646	0.1808398442	0.94612794664647	0.1806830538	0.94612794664648	0.180277268	0.94612794666649	0.1801119519	0.94612794666650	0.1799222346	0.94781144766651	0.1797390418	0.94781144766652	0.1793772772	0.94781144766653	0.179126732	0.94781144786654	0.178904713	0.94781144786655	0.1786834927	0.94949494965656	0.1784897677	0.94949494656657	0.178238699	0.94949494965658	0.1781060911	0.94949494965659	0.1779316498	0.94949494965660	0.1777878053	0.94949494966661	0.1776532033	0.94949494966662	0.1776082591	0.94949494966663	0.1775332946	0.94949494966664	0.1771694983	0.94949494664665	0.1768317553	0.9494949665	666	0.176621069	0.94949494666667	0.1763961387	0.94949494667668	0.1761360603	0.9511784668	669	0.1759409542	0.9494949669	670	0.1756537298	0.9511784670	671	0.1755576425	0.9511784671	672	0.175356621	0.9511784672	673	0.1752253545	0.9511784673	674	0.1750251568	0.9511784674	675	0.1746785164	0.9511784675	676	0.1743965914	0.9511784676	677	0.1742555567	0.9511784677	678	0.1740154546	0.951178678	0679	0.1739247045	0.951178679	0680	0.1738615084	0.951178680	0681	0.1734966499	0.951178681	0682	0.1733585543	0.951178682	0683	0.173239602	0.9511784683	684	0.1730273234	0.951178684	0685	0.1727815035	0.95117685	0.686	0.172589369	0.95117686	0.687	0.1724359304	0.9511687	0.1688	0.1718677438	0.9511688	0.1689	0.1715205018	0.95689	0.158690	0.1711795489	0.9690	0.1581691	0.1710175263	0.691	0.15806692	0.170709951	0.692	0.15802693	0.1705766214	0693	0.157781694	0.1704990569	694	0.1575412695	0.1702541832695	0.15723822696	0.169907530696	0.157030371697	0.16972394697	0.1568245253698	0.1696580698	0.1565892216	699	0.169481699	0.1564103316	0700	0.16929700	0.1562419103	0.701	0.1692701	0.1561316082	0.9702	0.168702	0.1559102067	0.96703	0.168703	0.155773582	0.964704	0.16704	0.1556368484	0.964705	0.16705	0.155405828	0.9646706	0.1706	0.1552632123	0.9646707	0.1707	0.1551468302	0.96708	0.167708	0.1550335181	0.96709	0.167709	0.1548893507	0.96710	0.167710	0.1547359974	0.96711	0.167711	0.1543750927	0.96712	0.16712	0.1541913044	0.9713	0.1669713	0.1539582403	0.9714	0.1666714	0.1536605677	0.9715	0.1666715	0.1536331539	0.9716	0.1663716	0.1535791565	0.9717	0.1662717	0.1534844679	0.9718	0.166718	0.153302715	0.968719	0.1719	0.1530406526	0.9680720	0.720	0.1528434834	0.96801721	0721	0.1526299247	0.968013722	722	0.1524080168	0.9680134723723	0.1523336509	0.9680134672724	0.1521990701	0.9680134672725	0.1520698813	0.9680134687726	0.1517365612	0.9680134687727	0.151619273	0.9696969697
728	0.1514734196	0.9696969697
729	0.1512092724	0.9696969697
730	0.1508806315	0.9696969697
731	0.1507570859	0.9696969697
732	0.150656428	0.9696969697
733	0.1504214693	0.9696969697
734	0.1503618685	0.9696969697
735	0.1500857908	0.9696969697
736	0.1500029086	0.9696969697
737	0.1495275333	0.96969696977738	0.1494279922	0.96969696977739	0.1489606142	0.96969696977740	0.1487050983	0.96969696977741	0.1486390536	0.96969696977742	0.1481891844	0.97138047174743	0.1479842922	0.97138047174744	0.147855823	0.97138047147745	0.1477227423	0.97138047174746	0.1473863649	0.97138047174747	0.1470224465	0.97138047174748	0.1468658069	0.97138047174749	0.1466633591	0.97138047175750	0.1462965591	0.97138047175751	0.1460078214	0.97138047175752	0.1455958347	0.97138047175753	0.1455565904	0.97138047175754	0.145364025	0.97138047147755	0.1452283768	0.97138047147756	0.1450223965	0.97138047147757	0.1449651988	0.97138047147758	0.1448667798	0.97138047147759	0.1447303984	0.97138047147760	0.1445821317	0.97138047147761	0.1444300662	0.97138047147762	0.1441797566	0.97138047147763	0.1440956461	0.97138047147764	0.1440175454	0.97138047147765	0.1439078726	0.97138047147766	0.1435502654	0.97138047147767	0.1432808054	0.97306397317768	0.143182511	0.9730639731
769	0.1429152063	0.9730639731
770	0.1425974864	0.9730639731
